text,review
"  Woody Allen has directed about 53 films, averaging one a year for the past 50 years, and about 1 out of 5 are very good or excellent, 30 bearable to watch and the rest are pretty bad, to which he can add ""Wonder Wheel"". It is as if he didn't give Justin Timberlake any direction and just told Kate Winslet to be Cate Blanchett in ""Blue Jasmine"", who was a rip-off of Blanche Dubois in ""A Streetcar Named Desire"", and it is the first time I can remember feeling she was just doing a bad acting job or was, at least, in a different movie. Seeing either of them on screen, saying trite sentences, was painful except for some beautiful lit headshots of her. Who sabotages her most is Woody Allen, the writer, with some of the tritest sentences ever uttered on screen with poor imitations of Williams, Eugene O'Neill and others.Jim Belushi seemed to be a combination of Stanley, without the body but the attitude, and Mitch in ""Streetcar"", while Juno Temple starts off as an uninteresting part of the film but develops her character nicely as the film comes towards the finish.Now if I could only figure out why Jack Gore, as a child from Winslet's first husband, is a pyromaniac and why he is even in the movie.Without getting into the whole Woody Allen-Mia Farrow-Dylan Farrow-Soon-Yi Previn aspects which is reflected in today's news this is definitely one of Allen's worst pictures as a director and writer and, for the first time, I felt Allen even got the music track wrong, completely annoying.The stars of ""Wonder Wheel"" are not Allen but cinematographer Vittoria Storaro and Santo Loquasto the production designer.",1
"  Same old misogynistic Allen take on women. Please crawl under a rock with Weinstein and the rest, we are SO over this.",0
  a true melodrama of dysfunction but they drank budweiser beer not schaffer,5
  overacting..at the worst...,1
  What a stinker. I can't believe critics are at 32% and audience is at 57%.,0
"  I had looked forward to seeing this since I first heard about it earlier this year.... The trailer was gorgeous and with Winslet being one of my all-time favorites, it seemed to have ""awards season"" written all over it. But, sadly the film is a major miss. It's slow, monotonous, overly stagey and practically pointless. Despite being visually pleasing, there is nothing to save it. Kate Winslet often seems utterly bored and uninspired in her role. Justin Timberlake seems completely out of place in every scene. The quirky humor found in most Allen films is missing, minus a few run-on giggles that get old fast. This one ranks very low on Woody Allen's efforts. BLAH! (2 of 5 stars)",2
"  While stunning visually, this latest offering from Woody Allen has to rank among the worst of his offerings. With leads that are horribly miscast (especially Kate Winslet in a bombastic exercise of overacting), writing that's seriously bloated and in need of retooling, and characters who are neither likable nor believable, the film tells a tale that in many ways feels like a working class 1950s retread of ""Blue Jasmine"" with elements of ""Cafe Society"" thrown in. As much of a fan as I am of the director's work, I whole-heartedly recommend skipping this one -- and hope that he gets back on track with his next project.",1
  Enjoyed it despite the critique.,5
"  ""WONDER WHEEL is a deranged, misguided failure in which Allen masturbates all of his infamous tropes onto the screen at once."" Kernel Jack's best review quote of all time. FULL REVIEW IS NOW UP ON SALTY POPCORN.",1
  Screw the haterz. Loved it.,5
"  I did not love ""Bad Moms"", but there were some things to like about it. The movie is well cast and there were some very clever jokes scattered through out the movie (The best being the scene at the bar where Mila Kunis' character keeps saying the wrong thing to every man she meets.). However the same cannot be said for this terrible sequel. All of the jokes fall flat. I did not laugh once. The characters of the mothers are so intensely dislikeable it's no mystery at all why their daughters initially wanted nothing to do with them! The performances in the film are all way below par which is especially surprising given the amount of talent among the cast. Also it could not have been more obvious that at the last possible minute all would be forgiven and the respective families would be whole again. We have seen that in more sitcoms than it is possible to count. ""Bad"" is the perfect way to describe this movie. I wonder why the Golden Raspberry Awards Foundation overlooked this piece of garbage.",1
"  Some funny parts, but not the best flick.",2
"  Not a fan of this one ,they should have followed the 1 movie rule and stopped with the first one ,very disappointing half the laughs of the first one",2
"  Cringe worthy at times, but quite funny at times too. Least I saw snow",2
"  Couldn't figure out how to post negative stars. This was one stinking pile of horse manure. I am embarrassed for the people who played parts in the ""movie"". Just shows how far Hollywood and our society have fallen. I cannot express how bad this movie is. It's worse than awful.",0
  Awful. Predictable storyline and awful acting. Not sure how this grossed +70 mill,0
  Loved this so much!!,4
"  As a male, I feel violated.",1
  What a waste of great talent!,1
  A huge fan of Bad Moms which was smarter and funnier then it's male counterpart 'Hangover' movies. This one was just a boring remake of the genre that hits rock bottom. I can only pray they never come out with the intimated 'Bad Grandmas' sequel.,0
"  Some extremely funny parts in this movie. Other parts seemed like they were trying to fill time to be a full-length movie - they could have been funnier or left out. Also, it tried to be deep and emotional, which wasn't needed. A very funny movie about mom's at Christmas would have been just fine. Overall, I would RECOMMEND,",5
  terrible. small children cussing is never good,0
"  The first movie was just barely ok. this one is very, very bad. i did not get a single chuckle out of this one.",1
"  If only there was the option to give no starS, Not fuNny., would RaTher plaT my own shit",0
  Absolutely awful movie. Seems like they forced the issue with profanity and it made for ridiculous dialogue. Just terrible. Not funny in the slightest.,5
  I thought it was hilarious,4
  It was a pretty shitty movie as expected but I was just in the mood for something shallow and vulgar as this one. They were right about one thing though; mother - daughter relationships are complicated.,2
"  had a bunch of really funny parts and generally made me laugh a lot. but really heavy on the drama and emotional stuff, significantly more than the previous movie. and it just wasn't as well made. overuse of montages, some really lame scenes. and they went completely overboard in some parts, really unrealistic things happen, the movie becomes kind of a joke, which is fine if it's that kind of movie, but it isn't. and please please stop using the lame opening scene from a later time and then go back to the start. if it doesn't serve a purpose, don't do it. they just try to get your attention. it should be used to enhance the story or make things a surprise, but so often like in this movie, all it does it tell you what will happen later, which is idiotic (1 viewing)",2
"  Despite sporting a nearly identical plot to the Daddy's Home sequel, it's not quite as atrocious - there are a couple laughs, almost all of which Christine Baranski and Kathryn Hahn are responsible for. It's still absolutely a below average comedy who feels like it's stretching out its (at times interminable feeling) run time with endless slow motion ""WE ARE HAVING FUN"" sequences. Totally forgettable, but not offensive, and might be enjoyable by a very drunken group of its target demographic.",2
"  It wasn't terrible, but it wasn't very good either. Really wish this wasn't made.",2
"  I knew from the start that this one wouldn't be much of an improvement from the contrived stillborn original, but I paid a dollar something on Redox thinking I would at least get a couple of smiles, hopefully a laugh out loud moment. Precisely what I got. The most annoying aspect of the film was the third person narrative. It's obvious this movie wasn't written by women but rather a man speaking on how he thinks stuff a woman would say. In particular ""the perfect etc..."" Perfect this, perfect that. Shut up already. I'm writing this review and the movie still ain't over. I lost interested once Mila Kunis had her forced arch.",1
"  More of the same, yet not as good as its predecessor. It's got some cringeworthy moments, but there's some funny bits to be had. All mashed up with the typical mushy sentiment by the end. Pretty much what you'd expect from a movie like this.",2
  Bad script ohh so very bad,1
  another bad comedy movie the only thing that i giving it 1.5 it is because kiki and her mother,1
"  I really don't get all of the bad reviews for this movie. I had such a good laugh the whole time. It's not a serious movie, it's a fun movie and to that end, you really do have fun. They don't take themselves too seriously and neither should we. Highly recommended for a good laugh at the end of a day when you don't need anymore serious stuff to think about.",5
"  Even with good intentions, A Bad Moms Christmas fails to delivers a full entertaining comedy, sometimes is likeable, but overall you miss some balance between the characters and a more effective humor. (2,5/5)",2
  so much fun. I will watch it again for sure.,5
  the more I read the reviews on this site the more I am convinced most don't watch the movie but just jump on the bandwagon so they can get the title of 'top critic'. this movie has no redeeming qualities. 100% bad.,0
  So bad compared to the first. I was really looking forward to this movie and felt so disappointed.,2
"  Much, much funnier than the very funny original. It does have a low budget feel, which is fine. Watch for Peter Gallagher reprising his character from While You Were Sleeping. Kathryn Hahn is a force of nature in this.",5
  didn't like it very good,2
  Loved it. My husband and I watched it on video. Usually sequals arrent worth watching but this movie was so funny.,5
"  So stupid ......couldn't even get through it , not funny",1
"  Three overburdened young moms try to meet and then rebel against the challenges of Super Bowl for moms"" - a perfect Christmas.It's a sequel to Bad Moms"" released in 2016 summer which turned out to be quite a breakout hit, earning over 180 million cinema dollars against the 20 mil budget.Ah, the grrl power comedies, the cute but mostly unfunny younger sister of American mainstream comedies which were kickstarted by 2011's hit Bridesmaid"", and Hollywood's eager wish to prove that women can be funny too.Well anybody can funny, of course, but you can't really create a noteworthy all-female comedy without decent script and performances, and/or actresses' ability to improvise, and this is where the new grrl power comedies fall short usually.A Bad Moms Christmas"" is a good example of this. Like many mainstream comedies, it has enough of everything to get the ball rolling, but the result feels so humorless and lacking that you will probably start checking your watch/phone before it reaches midpoint, at latest.One problem is the generic screenplay, the other is the fact that despite all the talent involved, the story centers on three leading ladies, two of which are not good enough performers to carry this movie.Mila Kunis and Kristen Bell are always decent supporters but they lack the acting range and presence to justify carrying a comedy. I am not even sure that they have enough star power to justify lead parts in a budding comedy franchise.So it's up to third lead Kathryn Hahn to do most of the the heavy lifting, and she's solid as usual, being able to entertain, display some acting chops and create emotional connection with the audience.All the other players are relegated to the sidelines, and have little screen time or almost nothing interesting to do. But they do it well, so I am gonna name them all:* Christine Baranski, Susan Sarandon, and Cherly Hines as the bad moms of the bad moms visiting for Christmas - all veteran actresses, all giving much better performances than Bell and Kunis;* Jay Hernandez, Peter Gallagher, Justin Hartley, Lyle Brocato - various love interests of bad moms, mostly there for decoration. Hartley is surprisingly memorable as male stripper with golden heart.The introduction of his character, an affectionate conversation during balls and anus waxing, is probably the best part of the whole movie, both warm and funny. I was as surprised as you probably are reading this.* Wanda Sykes, Christina Applegate, Cade Mansfield Cooksey - quick comedy reliefs, little screen time but a great value to the whole movie. If Bad Moms 2"" will make you laugh at all, then it would probably happen thanks to them.I've seen some good modern christmas comedies, such as Elf"" and The Bad Santa"", but this is not one of them. A Bad Moms Christmas"" is just never funny.The first hour is watchable but unremarkable, the remaining 45 minutes are just too cliche-y and frankly boring to care.Also, I was surprised to find that ""Bad Moms 2"" is rated R in the U.S. cinemas - for crude sexual content and language throughout, and some drug use. Because compared to possibly every other modern raunchy comedy I have seen, it sure feels meek and mild. They even manage to make the promising end-credits dance number as unsexy as possible.So... Avoid it, till it reaches Netflix or something, or when you desperately need some comedy you haven't seen yet.By the way, Jon Lucas and Scott Moore, the writing-directing team behind the franchise, are already planning the spin-off Bad Dads"".Probably gonna be as hollow and sackless as, say, Horrible Bosses"". I am surprised if they will not try to bring in Jason Sudeikis or Jason Bateman, the charming crownprinces of sackless modern comedy movies.",2
"  Over the top, shock humour seriously drags this down. There are glimpses of what could be a decent story but the characters are one-dimensional and the jokes are painfully unfunny.",2
  I thought this movie was funny and even better than the first bad moms movie. It made me smile and laugh which I think is a good thing for a movie to do. The actresses were great. I would recommend this movie.,4
"  Plot: The three underappreciated moms from the original return for a Christmas with the unexpected arrival of their respective mothers, each of whom causes problems for their daughters.Strengths: One of the things that made the first Bad Moms work so well was the talented cast of mothers. Mila Kunis (Amy Mitchell) is a solid lead, Kristen Bell (Kiki) is always delightful and Kathryn Hahn (Carla Dunkler) is a hilarious scene stealer. Their chemistry was one again the strongest aspect of the film.Weaknesses: Even with the leads doing their best together, so much just fell way short. Almost every joke they utter left me sitting there, completely unamused. All three women, and their mothers, have a tendency to be funny, yet this script failed them miserably. The jokes are flat out bad and unfunny. The mothers were all giant clichés. Sandy (Cheryl Hines) was overbearing, Isis (Susan Sarandon) was overly ""cool"" and out for money from her daughter, and Ruth (Christine Baranski) was the super judgmental mother. They're all tropes we've seen in sitcoms and such in the past. Everything was also way over the top, to the point where it was worth eye rolls and groans instead of laughs.Overall: The worst movie I saw from 2017. The first Bad Moms as a fun surprise, but this was a major letdown. It felt like a rushed script for a cash grab led to an unfunny film with poor, generic characters.",1
  Script was terrible. They tried WAY too hard to be rauncy and funny and was desperate.,1
  not as good as the first one,2
"  let it go.. A Bad Moms ChristmasCarrying the whole movie on a script of a daily soap episode is too much even for 104 minutes runtime since the only thing you rely on are some verbal sequences between Mila, Kirsten and Kathryn which are quite funny",1
  What starts out as nothing more than glorified drunken stupidity amongst bored housewives actually ends up not being half bad. There are definitely some funny moments and as far as delivering that essential Christmas message of peace and goodwill this does a good job. Far better than I thought it would be.,5
"  This film ticked all the right boxes. Great cast, humor, sexual innuendos and much more. This film was made for the people who want to laugh receive some life lessons through comedy and overall make people happy. No need to dissect the movie more than that. I feel as though people reviewing on this platform take themselves to seriously.",5
"  Fact this came out worse than the original and can't seem to know why. Maybe its because the new characters just turned out bland, the humor literally crashed as hard as a crack head off adderall and for the most of the time, I couldn't seem to understand the direction in which the movie was going. I don't know what went wrong in this sequel but it just strayed too far from its original concept.",2
"  Unlike Daddy's Home 2, this is not nearly as good as its predecessor. Still, it's mindless fun, especially for you moms out there.",2
"  not really sure what to say. this was simply atrocious to watch. the dialogues, the actors, the story and pretty much every gag which they tried so hard to shove down the viewers throat, all failed. horrible cheap montages even the score and especially the camera work sucked. wow... just wow",1
  Only a slight step above watching a bare ass farting on screen for 90mins. Hollywood takes us one step closer to Idiocracy.,1
  I always worry about a sequel and it started off slow for me but once it picked up..I don't know...it's a battle between the first movie and this one! Both were very unique and hilarious! My jaw hurt after watching this! It's hard to find a good comedy but they nailed it!,5
  Cringy and wanted to leave the cinema! Not funny and way over the top!,0
  Gets you into the spirit,5
"  The script feels like the result of dumping a thousand printed-out jokes into a paper bag, shaking it up, and pulling them out at random. Sure, there are some funny jokes, but overall, it feels disjointed. There's nothing clever or surprising about it.",0
"  worst Movie of the year, plot is insulting to humanity and a reflection of everything that is wrong with the world.",0
  Me gusto esta película por que encerio me divertí con la trama y con la comedia.I liked this movie because I really enjoyed the plot and the comedy.,5
"  Went with friends for a girls night out and laughed out loud and had a great time. There were even a few teas in the church scene. Sequels are always a challenge because they don't have the surprise factor of the first move, but if you liked the first movie, this one will not disappoint. It is the same characters, tackling the stress of the holidays and the pressure Moms are under to make the perfect Christmas for everyone. If you don't take it too seriously and go for a good laugh, you will enjoy it!",4
  Very funny light hearted movie. A great Christmas watch.,5
"  Mining similar territory as 'Daddy's Home 2' with only marginally better results, this hastily assembled sequel to last year's sleeper hit finds our trio of overworked matriarchs butting heads with their own mothers over the holidays. As a result, the film's leads (Mila Kunis, Kathryn Hahn and Kristen Bell) spend most of the movie apart, a mistake considering their winning chemistry. Of the three individual storylines, the underrrated Hahn fares best - her boozy, foul-mouthed Carla could easily carry a movie of her own. That being said, the ample use of profanity feels like a placeholder for actual jokes, making the end result a paler, less satisfying version of the original. Still, it does feature Kenny G actually saying the words ""It's not a flute, bitch""...no other movie can make that boast.",2
  cheap movie and story line ...,1
  I wanted to see a movie that would make me laugh. This did it.,4
"  I love a bawdy, cheesy holiday movie but this is just pathetic. By the end of the movie, you're only wondering how much money these women got to debase themselves with such a horrible script.",2
"  Absolutely not funny. You actually come out feeling bad. The kids and the grandmas scripts were unfunny, not realistic. Uncomforablely not fun or funny.",1
"  Love, love, love! I wasn't sure this movie would be able to live up to the comedy in the first movie but it did. I laughed, I cried, and I definitely enjoyed every minute of this movie. Can't wait to watch it again!",5
"  It would be difficult to comment on this movie in terms of quality of movie itself. With this type of movie all that should count is if it's silly, funny, and makes a good escape from reality for both Moms and Grandmas. Too bad it's so in the gutter with sex and language. Why don't writers try to get beyond the shock value of having a what appears to be 7 year old repeat the phrase ""oh my f-ing God""? Maybe because they aren't talented enough to write anything else. It's the equivalent of fart jokes by your 7th grade friend, and it's lazy, lazy, lazy. Don't give Hollywood your money or your vote on this one. Stay home and be a good Mom.",0
  Funny all the way through.,4
  This movie was great! I have seen both movies and they both made me laugh. I'm happy I seen this!!,5
"  garbage, editor should be fired because this glowing effect on the whole fucking movie",0
  Christmas sequel that's nowhere near as funny as the original,2
"  There are some real laughs in this movie, but not enough depth to warrant any real recommendation.",2
"  I could copy paste the review from ""Daddy's Home 2"" take out the part about the cast and add that it is worse than the original and that sums up this movie. Not worth seeing.",0
  Absolutely outrageous!!!!,5
  It was funny. I'm glad I went to see it. I'm glad I'm not a part of those families.,4
  just as good as the first and even better!!!,5
"  A good movie but not too much, made me laugh a lot but was too disturbed I loved the first film.",2
"  The chemistry of Mila and her friends is just so awesome. These movies are a great series, and one that i really don't seem to get tired of watching!",5
"  very, very funny, and insightful as well. if you liked the first one. you should like the sequel. hahn dominated the first one, and is very good again, but the brilliantly cast moms of the moms stand out in this one.",5
  I thought this round was just as good if not better and had a great meaning in the end!,5
"  Cliche Cliche Cliche...Same storyline as part 1 which made us hate it even more. Forced emotions in the movie and trying to be sentimental but didn't work well. Didn't laugh that much and it was ""karwata"" we khalas. Daddy's Home 2 got them this time as it's almost the same idea but they executed much MUCH better!",2
  I wasn't expecting much but it had me laughing out loud.,4
  a few laughs and family values amidst cheap muck,2
  I think should be considered an insult to women everywhere. the plot is predictable that's if we even call it a plot. not funny in the least. terrible,1
"  Hated the first one, should've known better and not wasted my time on the sequel.",1
  just ridiculously bad!!!,1
  Love it it's a funny festive film bound to make you laugh out loud.,5
  I highly recommend you sneak in booze. We laughed until we were sweating. It had it's dull moments but still very funny.,4
"  They got a little confused with the basis for the Bad Moms idea, but the characters are likable and it was still funny. Christine Baranski was over the top.",4
"  It was ok, but I liked the first one better.",2
  Was really funny. Glad I ignored the reviews and saw it with my girlfriends. It's not for everyone but was definitely funny throughout the whole movie!,4
  Horrible movie. I felt embarrassed for the entire cast. Lost two hours of my life that I will never get back. Waste of money,0
"  so funny, cute chick flick",5
  Worst movie we've seen in a very long time. Would've walked out if hadn't been with friends.,1
  Absolutely hilarious! Story line was better in the first movie but this one was still pretty good.,5
"  Going to this film was a sort of odd compromise -- we had not really intended to see it at a theater. However, because of the terrific cast, we went. There are moments of humor, mostly raw and, frankly, mostly because of who was saying the lines. This is an extremely poorly written and directed movie. There was a chance for this baby to be something, instead, the production team clearly strangled it in the cradle. Susan Sarandon got off a couple of real zinger lines, and the moments between her, Cheryl Hines, and Christine Baranski had some real power, and humor. I suspect there is a ""Bad Grandmas"" in Vegas movie idea percolating here.But overall, this movie is a profane, muddled mess masquerading as a movie.Don't bother seeing it in the theater, wait for it to come to cable, then skip it there as well.",1
  a complete waist of time and energy,0
  Poor lazy attempt at a unnecessary sequel.,2
  Everyone has a little bit if these 6 moms in them. Funny romp through the pressures of Christmases past.,4
"  Wasn't as good as the first, but I laughed from start to finish and left entertained. I recommend it for a good laugh.",4
"  Not bad, the first film was better but the main character's mothers were hilarious!!!",2
  Two stars is being kind.,2
  Love this franchise! Bad Mom's Easter next please!,5
  was a very funny film,5
  Maybe I liked the 1st one too much! I was let down by this movie....Not enough natural laughs....very forced...It had some good/funny moments. The cast was excellent...that is part of what makes you have higher expectations. Shame on the writers and director and on second thought the Actors for not demanding a better script! Disappointment,2
"  OMG Ladies, a must see ! Hilarious!! And i'm not even a mom. Loved it like the first one !",4
"  This definitely put me in the holiday spirit ??????. When a movie about Christmas and kids and chaos actually sparks a little bit of my potential parent heart, that's something to notice ??. Super fun cast, enjoying full out silliness all the way. ???? Merry times! Yes, a smaller less clever story than the original, but a great little festive sequel that definitely made me laugh.",4
  Hilarious. I am not sure why so many bad ratings? I laughed from beginning to end.,5
"  This movie was very boring and stale When watching it all I could think about is how much better every movie I've even seen was this was the second worst movie I've even seen besides ""The shallows"" Daddy's Home 2 is a better watch if your lookin for a good night at the movies",0
  Hilariously entertaining and possibly even funnier than the first one!,5
  Very disappointed. This film starts out just as good as the first left off and after the grandma's show up everything including the story and the jokes just fall flat.,2
  Horrible! Trying to make light of mothers with narcissistic personality disorder. Not funny at all. The dynamic between the three main character that was so funny to watch in the first movie was gone. They were hardly a part of the movie. Bad jokes and a dumb story line. The first one was so funny and even the raunchy humor worked well in it. This one is terrible and the raunchier humor just came across as trashy. I fell asleep and then left before it was over. Those poor actors had to be so disappointed in what the writers made of their once-cute story. Don't bother seeing.,0
  I thought it was really funny!,4
  Don't take your kids to THIS one. LOL Definitely raunchy. Still.. a few good laughs. Just an 'okay' film.,2
"  I have watched Bad Mom 1 before and wanted to check out the second one. In general, the second ones are generally disappointing to compare the first one. However, I found this bad mom 2 Christmas is more fun and hilarious than the first one. There is a major theme about ""being a mom"", what it means for each characters and three main characters have their distinctive struggles in relationship with their own moms in disfuncyional ways.. there are very touching moments that audiences feel very related to ... you should watch it.",5
"  yeah the first one was better, yeah this was alot of the same...this was still a solid funny flick that had my wife and I laughing throughout",4
"  Horrible. Walked out it was so bad. Although there were a few laughs, the movie is just over the top ""trying"" to be funny. Failed miserably",0
"  I didn't like the need to use ""f**k"" constantly, especially by young kids. Not cool. Not even necessary.",2
  I just saw this movie. I thought it was hilariously funny. I happen to like crude and raunchy humor and this movie was right up my alley. It made me laugh so hard I cried tears at one point. I personally don't see why people have been giving it a bad rating.,5
  So they toke Christmas back by working harder overnight and men did not help at all. Great job,1
  Awesome! Laughed the whole time!,5
"  Total waste of time and resources. Crude, foul language and drug use....could win an Oscar.",1
"  Nice humor, enjoyed all gje scenes.",4
  Unfunny.. same old modern humour with vulgar jokes,1
"  A pretty subpar sequel to a pretty damn funny original. The follow up to Bad Moms (2016) and in my opinion one of the funniest movies of last year. This one just kinda keeps beating the jokes from the last movie into ya. The film follows the three moms from the last film: we have Amy (Mila Kunis) who is trying to have a chill Christmas with her kids until her mom Ruth (Christine Baranski) shows up and starts judging every little thing she starts doing, we have Kiki (Kristen Bell) who is also celebrating Christmas until her mom Sandy (Cheryl Hanes) arrives. The issue with Sandy is that she's extremely close with Kiki to the point of it being very weird. Then finally we have Carla (Kathryn Hahn) who is not exactly celebrating Christmas, but her mom Isis (Susan Sarandon) shows up asking for money. All in all you get the patterns here. The sequel brings the original leading ladies mothers into the fray and in all honesty it just never works. Amy and Ruth have the best story out of them all since it actually has some heart, but Kiki's and Carlas are just there to try and be funny. The films bad moms aren't even the leading ladies anymore, but are the Grandparents overall. The reason I liked the first film was because the relationship between the main three moms was hilarious, but we only get one scene like that in this one. Overall, this one was a dud. It's barely funny which is a disappointment because the first one was great. Skip this one.",2
"  The beginning felt rushed, we were giving no real time to get to know the characters and there was no real reason why Amy went so crazy so quickly. The jokes felt recycled and the story was disjointed.",2
  So many good laughs!!!,4
  wasn't even near as funny as the first one... btw no one wants to watch a movie where its based on daughters trying to repair relationships with there shitty mothers..,0
"  Well, some scenes made me laugh and it's a bit cliche...",2
  Straight Up Tromboner,0
"  Funny! Just what you need for a girls night! A movie for grown women. People complaining about the language may not have noticed it was rated R before seeing it. I love the three main characters. This movie is more slapstick then the original, but it is silly and fun!",4
"  It had a good storyline and was funny but the language was absolutely horrific!!! A child (maybe 5 or 6) kept dropping the ""F"" bomb and the adults did not even correct her because they were too busy saying the same thing - that kind of language throughout the movie is not necessary. I was extremely disappointed.",0
"  With no title screen till the end again, that is just a stupid way to do movies these days. This was no where as good as the first one. This time it is all about the grandmas and how each one ruins the moms christmas. I did not find this as funny as the first one. There were some moments but most of them just sucked. No really a good comedy. Watch the first one and not this one. All I am ever going to remember from this movie is the kid saying oh my f****** god like 5 times.",2
  Cute movie was quite funny,4
  Hit and miss comedy. Some parts hard the whole audience laughing upruptly. It was very stupid comedy at points. Total chick flick. My girlfriend enjoyed it much more then I.,2
"  This is something that needs to be said when reviewing pretty much every comedy out there, but the comedy genre is subjective and many people don't really like when a movie is raunchy just to be funny. That being said, A Bad Moms Christmas is a sequel that improves on the original in my opinion. That doesn't seem to be a very popular thing to say about this movie, but I'm always honest about how I feel about a movie, never letting other critics decide how I should feel about a film. I truly believe that A Bad Moms Christmas is a much funnier, more heartfelt, and more genuine film than the original. Yes, the premise itself is as stale as they come and the conclusion of the movie is as predictable as ever, but if you enjoyed the raunchiness of the first movie, I just have to call it like I see it and say that I had a much better time with the sequel, and I thought the first was fine. Here's why you should check out this movie if this is your type of comedy.The first movie revolved around a group of women who rebelled against the school system, becoming cool moms for their kids and having a blast outside and even sometimes inside of school. Cursing and getting into hilarious antics is really what made the first movie work so well, so all I was hoping for was more of the same, but done with a little more care. Being a holiday film, this sequel deals with having each of their moms over for the holidays and once again having arguments, getting into silly antics, and yes, a lot of cursing ensues. Quite honestly, this movie delivers for fans of the first and actually had a final act that felt a little too familiar, but it was done well and didn't really feel all that contrived to me.There is a much more emotional turn than I was expecting here. Yes, it's a holiday film and it's going to give you life lessons about family and its importance, but I was genuinely touched by a few lines of dialogue, mainly because I enjoy watching these three women on-screen together. I know there's nothing too special about a movie like this, but there have been far worse comedies in recent memory. This year has been pretty poor in terms of delivering a solid yuck-fest, so I believe this ranks among the few good ones of 2017.Mila Kunis and Kristen Bell are great players throughout these two films, but Kathryn Hahn is once again the show-stealer here. Delivering hilarious one-liners and being the raunchiest of the group, she really does earn a lot of laughs from audiences. Once again, this is a very raunchy movie and sometimes jokes are overused a little too much, but that's why I recommend this movie to a very specific audience that enjoys the raunchier type of humor or those who aren't offended very easily. If you can forgive the mean nature of many of the jokes here, I think you'll have a good time at the movies.In the end, A Bad Moms Christmas does literally nothing new for the genre, but its raunchy nature, along with a great trio of lead actresses, really makes it a harmlessly enjoyable flick at the cinema. Joined by newcomers Susan Sarandon, Christine Baranski, and Cheryl Hines, A Bad Moms Christmas makes itself out to be the unlikely holiday treat that I don't think anyone was expecting. Yes, there are many arguments that can be made in terms of how this has a very lackluster premise, but in the end, this film exists to bank off the original film and try to get some laughs out of its audience, and I laughed the entire way through. If you just want to escape for a few laughs at the theatre, A Bad Moms Christmas may just be your ticket.",4
  Bogie the first and the second have potential. That?s it..,1
"  Thought it was hilarious. I laughed so hard. It?s maybe not as good as the first one but a strong contender. If you are easily offended, it?s not the movie for you.",4
  Loved the movie! laughed from beginning until end!! all 6 of these ladies had amazing chemistry.,5
"  Can I rate it less than 1-star? Worst. Movie. Ever.This is the first time I've ever felt like walking out of a theater...if I hadn't been with girlfriends, I would have. The vulgarity this time around was extreme, (and unnecessary):even the one poignant moment between mother and daughter at the Midnight Mass contained the F-expletive. Really?! Mila Kunis and her girl friends had one goal: to save Christmas. My recommendation to movie watchers: save your own Christmas by avoiding this disaster.",1
  Not on my life would I waste 2 hrs on this movie.,0
"  So the bad moms are back! And now they will see their parents are they going to have fun with them and have a good Christmas with there family well I will leave that to you to find out, but such a funny movie I keep laughing a lot when I saw this movie! You know it would be great if they made a SQL!!",5
"  Felt just as funny as the first one, with new story line that was somewhat similar.",4
"  The moms and the dads duking it out this Christmas with almost similar materials, and the winner is clearly the daddies, cause they stretched their PG-13 rating as far as possible, while the moms failed to take advantage of their R rating...The moms was much better the first time around though...",2
  Not sure why people didn?t like this movie?? The group I saw it with all laughed throughout entiremovie!,5
"  I thought it was cute! For full disclosure, I have not yet seen the first movie, but I went to this movie looking for light-hearted, fun holiday-themed entertainment, and I found it. It's neither a ""deep"" movie nor high drama, but it is not intended to be either of those things. It's both fun and funny, and the casting is excellent. In particular, Christine Baranski really shines in her role as an over-the-top perfectionist mother.",4
  funnier than i thought it would be,4
  going to see this movie I only knew I loved the first bad moms and really expected nothing less from the sequel and trust me it was well worth seeing people are giving it bad reviews I know but I can't see how the movie I saw was hilarious and heartfelt it really gets you ready for Christmas such a good dose of Christmas,4
  This actually made me laugh out loud. It takes a lot to make me laugh,4
  It was soooooo funny!!!!!!! I loved it!!!!!!!!,5
  TERRIBLE MOVIE PLEASE Avoid,0
  I will have to see it again for all the things I missed from laughing so hard. Love the chemistry of these girls & their moms ??????,5
  Actually a really funny movie. I'm glad I enjoyed it as much as I did. Justin Hartley coming into this film was hillarious.,5
  Thought it would be funnier. Great comedic actors with a bad script. Was waaaay to serious at he end,2
"  The first one was muuuch better. This one felt a bit rushed, and therefore did not make the connection. Its unfortunate because we really enjoyed the first one, and I looove Susan Sarandon...tons!! Unfortunately for us this was a fail ??",2
